web-scraper-order,web-scraper-start-url,piece_link,piece_link-href,details,etat,adresse,prix,image-src
"1750854148-113","https://www.expat-dakar.com/equipements-pieces?page=19","Gants de Moto ou Sport.
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        23. mai, 18:05
                                    
                    6 000 F Cfa
                        
                        778045555
                    
                        762693939","https://www.expat-dakar.com/annonce/gants-de-moto-ou-sport-6248413","Détails","Neuf","Plateau
            
                Dakar","6 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/37998830cc75770ce3a2282c03dc9887/-/horizon-files-prod/ed/picture/qgqw7eve/c5354d592716fefc6ef2af6a70f822d97b30ef2e.png"
"1750854154-114","https://www.expat-dakar.com/equipements-pieces?page=19","Gants Pour Moto ou Sport
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        23. mai, 18:05
                                    
                    6 000 F Cfa
                        
                        778045555
                    
                        762693939","https://www.expat-dakar.com/annonce/gants-pour-moto-ou-sport-6248480","Détails","Neuf","Plateau
            
                Dakar","6 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5a042d03b8755cd72aeb891c1defbf9e/-/horizon-files-prod/ed/picture/qkr8njrj/f6cafb782ae19ec9dc5e9aa84358175bcb699f28.jpg"
"1750854157-115","https://www.expat-dakar.com/equipements-pieces?page=19","Casques Moto à vendre
                                Neuf
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        10. mai, 12:38
                                    
                    1 F Cfa
                        
                        777672682
                    
                        777672682
                    
                        770949542","https://www.expat-dakar.com/annonce/casques-moto-a-vendre-6249941","Détails","Neuf","Sicap Liberté
            
                Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f3d99d2747ce648395ad33d340eb9461/-/horizon-files-prod/ed/picture/q56dq74p/fa8f534044bd25f4fad8ec8ac7f5f37f6c655269.jpg"
"1750854160-116","https://www.expat-dakar.com/equipements-pieces?page=19","Casque à vendre en gros
                                Neuf
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        10. mai, 12:38
                                    
                    1 F Cfa
                        
                        777672682
                    
                        777672682
                    
                        770949542","https://www.expat-dakar.com/annonce/casque-a-vendre-en-gros-6249943","Détails","Neuf","Sicap Liberté
            
                Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/582b6d9aa248c542b227db499fa04247/-/horizon-files-prod/ed/picture/qzvpwg4r/50c54bc81363ea0ba26444852f4dfd35a5708eae.jpg"
"1750854177-117","https://www.expat-dakar.com/equipements-pieces?page=19","Vente pneu neuf et venant à des prix abordables.
                                Neuf
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        samedi, 01:12
                                    
                    50 000 F Cfa
                        
                        773893461","https://www.expat-dakar.com/annonce/vente-pneu-neuf-et-venant-a-des-prix-abordables-6254791","Détails","Neuf","Ouakam
            
                Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5a6bc7ad78777f15d4c03fd437f68361/-/horizon-files-prod/ed/picture/q0g76d26/b2dd6ea262664838b11fea8844270ad73437f844.jpg"
"1750854181-118","https://www.expat-dakar.com/equipements-pieces?page=19","Vente et montage Pare-brise auto
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        12. mai, 13:10
                                    
                    50 000 F Cfa
                        
                        779164663
                    
                        776173956","https://www.expat-dakar.com/annonce/vente-et-montage-pare-brise-auto-5924145","","Neuf","Plateau
            
                Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/796ed12ea9e58ae0ef8c0e392106fd9b/-/horizon-files-prod/ed/picture/q785pxnx/980c4b6af3ac82c539fc14979e775350b1db2681.jpg"
"1750854186-119","https://www.expat-dakar.com/equipements-pieces?page=19","Pare-brise Auto
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        12. mai, 13:09
                                    
                    50 000 F Cfa
                        
                        779164663
                    
                        776173956","https://www.expat-dakar.com/annonce/pare-brise-auto-4641427","Détails","Neuf","Plateau
            
                Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/09198180fec901209d9e27e4573bc078/-/horizon-files-prod/ed/picture/qnmemvr/9b3e4735775ea9fe456f617987a5ff65d95e646e.jpg"
"1750854189-120","https://www.expat-dakar.com/equipements-pieces?page=19","Pare-brises Auto
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        12. mai, 13:09
                                    
                    50 000 F Cfa
                        
                        779164663
                    
                        776173956","https://www.expat-dakar.com/annonce/pare-brises-auto-2758775","","Neuf","Plateau
            
                Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a200b8d3d586f0e31b8acf55dce6ddd3/-/horizon-files-prod/ed/picture/migrated/qp00r7v/0ad0f217c397f6c1ad153f5240378ae0d0b21f23.jpg"
"1750854201-121","https://www.expat-dakar.com/equipements-pieces?page=18","Pneu neuf et occasion à des prix abordables .
                                D'occasion
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        samedi, 01:11
                                    
                    40 000 F Cfa
                        
                        773893461","https://www.expat-dakar.com/annonce/pneu-neuf-et-occasion-a-des-prix-abordables-6074303","Détails","D'occasion","Ouakam
            
                Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5151b6783064839ebbd81c63c9b3f52e/-/horizon-files-prod/ed/picture/q0gwq576/c10387ff88efb57833e5be67651ff5790ef246d7.jpg"
"1750854206-122","https://www.expat-dakar.com/equipements-pieces?page=18","Frigo portable voiture froid ou chaud 6Littres 12V
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        6. mai, 02:45
                                    
                    25 000 F Cfa
                        
                        778045555
                    
                        762693939","https://www.expat-dakar.com/annonce/frigo-portable-voiture-froid-ou-chaud-6littres-12v-6235399","Détails","Neuf","Plateau
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5dc9c41d27b95e7ec5efd84934f05d08/-/horizon-files-prod/ed/picture/qxjpnnj8/29beb3f7b35fa84c1154f30528595ae7875ae75e.png"
"1750854216-123","https://www.expat-dakar.com/equipements-pieces?page=18","Frigo portable pour voiture 2 en 1 chaud et froid de 7.5 L
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        23. mai, 18:04
                                    
                    30 000 F Cfa
                        
                        778045555
                    
                        762693939","https://www.expat-dakar.com/annonce/frigo-portable-pour-voiture-2-en-1-chaud-et-froid-de-75-l-6267566","Détails","Neuf","Plateau
            
                Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d1f1404cff8ea9be7860d6ccf57217e6/-/horizon-files-prod/ed/picture/q6xdj2mv/664655adfc82037ba3be98798e61ffb0ebed4a65.png"
"1750854223-124","https://www.expat-dakar.com/equipements-pieces?page=18","Ensemble Couvre Volant Et Boîte Mouchoir
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        6. mai, 13:27
                                    
                    22 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/ensemble-couvre-volant-et-boite-mouchoir-4668148","Détails","Neuf","Grand-Dakar
            
                Dakar","22 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dd9fab211857e52d967f9e0bc864f880/-/horizon-files-prod/ed/picture/q9epnp6/dc35e9b55195bbc5aab5f8985fa50aa23ee207c8.png"
"1750854228-125","https://www.expat-dakar.com/equipements-pieces?page=18","Tapis standard 5 pieces pour voiture
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        6. mai, 13:27
                                    
                    11 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/tapis-standard-5-pieces-pour-voiture-4880535","Détails","Neuf","Grand-Dakar
            
                Dakar","11 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/75ecb55735761f121e05a8412b103e24/-/horizon-files-prod/ed/picture/qgvx460/8283729cb95bac41e2fe40143027291ef41abca2.jpg"
"1750854239-126","https://www.expat-dakar.com/equipements-pieces?page=18","Souffleur d'air Portatif à Jet électrique rechargeable
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        6. mai, 17:40
                                    
                    15 000 F Cfa
                        
                        771452029
                    
                        762809427","https://www.expat-dakar.com/annonce/souffleur-dair-portatif-a-jet-electrique-rechargeable-6273683","Détails","Neuf","Castor
            
                Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/aae18803b59b62d8f3200af100af1f8c/-/horizon-files-prod/ed/picture/q2j060qg/0d7c3ff0bd08f44c81df76f1e1da031145f0e442.jpg"
"1750854244-127","https://www.expat-dakar.com/equipements-pieces?page=18","Nettoyeur Haute Pression sans Fil avec 2 batteries 48V
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        lundi, 13:11
                                    
                    35 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/nettoyeur-haute-pression-sans-fil-avec-2-batteries-48v-6144839","Détails","Neuf","Grand-Dakar
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/56a7a32a1b1a705cb55ef4d57be4cbcb/-/horizon-files-prod/ed/picture/q2j0kj4e/0c0c73feece0e889133ede3c7dabe1afb64ec7bf.png"
"1750854249-128","https://www.expat-dakar.com/equipements-pieces?page=18","Autoradio Tactile 7 Pouces MiroirLINK - Commande au Volant
                                Neuf
                                                                                    Patte d‘oie,
                                                                                Dakar
                                    
                                        dimanche, 17:14
                                    
                    35 000 F Cfa
                        
                        784074746
                    
                        784485061
                    
                        781932453","https://www.expat-dakar.com/annonce/autoradio-tactile-7-pouces-miroirlink-commande-au-volant-6275680","Détails","Neuf","Patte d‘oie
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a357dfcd92d2a6d9fcf2a6afc46f7840/-/horizon-files-prod/ed/picture/qkr8exp8/a84f60dbae28c205ead6b07c9499087452eb4d76.jpg"
"1750854253-129","https://www.expat-dakar.com/equipements-pieces?page=18","Casques Moto Homologués ISI et DOT
                                Neuf
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        5. mai, 15:01
                                    
                    1 F Cfa
                        
                        777672682
                    
                        777672682
                    
                        770949542","https://www.expat-dakar.com/annonce/casques-moto-homologues-isi-et-dot-6278198","Détails","Neuf","Sicap Liberté
            
                Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b2238e3ee537498df972ad8be9692c8a/-/horizon-files-prod/ed/picture/qrz8ek5m/29d24797758bed8da63d7fce32d11352d558abca.png"
"1750854257-130","https://www.expat-dakar.com/equipements-pieces?page=18","Casques homologués et équipements motos
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        5. mai, 15:01
                                    
                    19 000 F Cfa
                        
                        777672682
                    
                        777672682
                    
                        770949542","https://www.expat-dakar.com/annonce/casques-homologues-et-equipements-motos-6280490","Détails","Neuf","Castor
            
                Dakar","19 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/14f64ac713b0f56624afb879e3aaf849/-/horizon-files-prod/ed/picture/qv4w68w8/8410f6101f7fcba2c48a732ed431f486520dafe4.jpg"
"1750854263-131","https://www.expat-dakar.com/equipements-pieces?page=17","Support mobile de voiture universel 360 °
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        lundi, 13:04
                                    
                    6 500 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/support-mobile-de-voiture-universel-360-5150295","Détails","Neuf","Grand-Dakar
            
                Dakar","6 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7dc2564179a2a4c3722d1bbcd35f7bf2/-/horizon-files-prod/ed/picture/qqppndw/39dc754f03e34fb480c3abd19007c45840b11e35.jpg"
"1750854267-132","https://www.expat-dakar.com/equipements-pieces?page=17","GPS Tracker Voiture et Moto
                                Neuf
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        7. mars, 22:23
                                    
                    40 000 F Cfa
                        
                        775747519","https://www.expat-dakar.com/annonce/gps-tracker-voiture-et-moto-6257385","Détails","Neuf","Ouest foire
            
                Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8b46d40b5977eb85780a407b4930b6d8/-/horizon-files-prod/ed/picture/q56dnqv2/fd1e1ba88deb399eef18a3f19e2e9830b2869bdc.png"
"1750854271-133","https://www.expat-dakar.com/equipements-pieces?page=17","Compresseur d’air
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        lundi, 12:58
                                    
                    15 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/compresseur-dair-3114688","Détails","Neuf","Grand-Dakar
            
                Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8ddd7cdd161fc690d8c01b9507251f06/-/horizon-files-prod/ed/picture/q62nmnj/b8b123ce861d7f43c70f4d63a2c96400b0bc0eb8.jpg"
"1750854275-134","https://www.expat-dakar.com/equipements-pieces?page=17","Tuyau D’arrosage Extensible Magic Hose 22.5m et 30m
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        lundi, 12:58
                                    
                    15 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/tuyau-darrosage-extensible-magic-hose-225m-et-30m-5550811","Détails","Neuf","Grand-Dakar
            
                Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9542948d6f55b0b181d5b668e27d3795/-/horizon-files-prod/ed/picture/qxjjmgnn/da33f960361f12cd9d220e7c983a14ce52ed2b5b.jpg"
"1750854278-135","https://www.expat-dakar.com/equipements-pieces?page=17","Autoradio 7 pouces FM/USB/AUX/SD Mirror Link - Bileeko
                                Neuf
                                                                                    Patte d‘oie,
                                                                                Dakar
                                    
                                        dimanche, 17:13
                                    
                    32 500 F Cfa
                        
                        784074746
                    
                        784485061
                    
                        781932453","https://www.expat-dakar.com/annonce/autoradio-7-pouces-fmusbauxsd-mirror-link-bileeko-2985599","Détails","Neuf","Patte d‘oie
            
                Dakar","32 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8085ac088ab6d6d2fe4701c34995bc19/-/horizon-files-prod/ed/picture/qxe7knj/69d4ae568f569ae79fa26bf543d05c0574e39bf4.jpg"
"1750854281-136","https://www.expat-dakar.com/equipements-pieces?page=17","Batterie de voiture
                                Neuf
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        29. mars, 01:44
                                    
                    38 000 F Cfa
                        
                        778885555","https://www.expat-dakar.com/annonce/batterie-de-voiture-6309936","Détails","Neuf","Hlm
            
                Dakar","38 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7fbad7ca1269bca355c67923ccdc571c/-/horizon-files-prod/ed/picture/qkr8wdrp/1e751226430f6981e8d9bc51d066434796ea2e27.jpg"
"1750854287-137","https://www.expat-dakar.com/equipements-pieces?page=17","machine diagnostic auto
                                D'occasion
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        10. avr., 20:15
                                    
                    300 000 F Cfa
                        
                        775146320","https://www.expat-dakar.com/annonce/machine-diagnostic-auto-6298949","Détails","D'occasion","Guediawaye
            
                Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/39116ff8063a72877437ed0bff95c06a/-/horizon-files-prod/ed/picture/qngpmn0m/9995f962116241102a171e1ae4fbab465c473fe5.jpg"
"1750854290-138","https://www.expat-dakar.com/equipements-pieces?page=17","Atomiseur pour Voiture
                                Neuf
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        dimanche, 07:05
                                    
                    3 000 F Cfa
                        
                        775578275
                    
                        763583858
                    
                        775578275","https://www.expat-dakar.com/annonce/atomiseur-pour-voiture-6315261","","Neuf","Guediawaye
            
                Dakar","3 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/23d46ef306c1d2841940c2fb1c1f9381/-/horizon-files-prod/ed/picture/q2j0prj8/593136af0f273c770ddb17991fc6ad9d69f2c643.jpg"
"1750854294-139","https://www.expat-dakar.com/equipements-pieces?page=17","Ventes de pièces détachées
                                D'occasion
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        27. mars, 09:01
                                    
                    10 000 F Cfa
                        
                        774477744","https://www.expat-dakar.com/annonce/ventes-de-pieces-detachees-6320569","Détails","D'occasion","Parcelles Assainies
            
                Dakar","10 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b280a78828e4c77adb920d169d62a147/-/horizon-files-prod/ed/picture/q0g7mxpx/b0ab53364c775a322ecea9b7272091c7e3762e04.jpg"
"1750854296-140","https://www.expat-dakar.com/equipements-pieces?page=17","Huile Moteur 10W40
                                Venant
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        30. mars, 23:26
                                    
                    32 000 F Cfa
                        
                        786627575","https://www.expat-dakar.com/annonce/huile-moteur-10w40-6324354","Détails","Venant","Liberte 6
            
                Dakar","32 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9f184dd988f8e0234bdc9429a10eea19/-/horizon-files-prod/ed/picture/qrz8dg9m/50a3253ba266d85c3618cce0dfe264dbb1ef0e36.png"
"1750854303-141","https://www.expat-dakar.com/equipements-pieces?page=16","huile moteur hyundai xteer 5W30
                                Venant
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        30. mars, 23:48
                                    
                    24 000 F Cfa
                        
                        786627575","https://www.expat-dakar.com/annonce/huile-moteur-hyundai-xteer-5w30-6324363","Détails","Venant","Liberte 6
            
                Dakar","24 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e350dd04975f7da831ea400f7a7a6d4e/-/horizon-files-prod/ed/picture/q56d7me6/de98261dd57c0a5cfb19f7882fd87d0b2d1939a7.png"
"1750854307-142","https://www.expat-dakar.com/equipements-pieces?page=16","Tapis de voiture GOODYEAR
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        31. mars, 22:43
                                    
                                            Vendeur vérifié
                                        
                    50 000 F Cfa
                        
                        776583562","https://www.expat-dakar.com/annonce/tapis-de-voiture-goodyear-6324716","","Neuf","Plateau
            
                Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1df7d082170348d73e67302973885f44/-/horizon-files-prod/ed/picture/qpdmkk5w/b82105106f9b57993b021e75a420dc16b953c3cb.png"
"1750854311-143","https://www.expat-dakar.com/equipements-pieces?page=16","Géolocalisation  véhicules, motos, scooter, Tracker, balise
                                Neuf
                                                                                    Nord foire,
                                                                                Dakar
                                    
                                        1. avr., 06:17
                                    
                    30 000 F Cfa
                        
                        774999473","https://www.expat-dakar.com/annonce/geolocalisation-vehicules-motos-scooter-tracker-balise-6076175","Détails","Neuf","Nord foire
            
                Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4750a1ba446411e90b351117f218f322/-/horizon-files-prod/ed/picture/q448xw4v/45dfd74a057b475f93adaafa97f25d8734c91068.jpg"
"1750854315-144","https://www.expat-dakar.com/equipements-pieces?page=16","Casque Enduro FRV
                                Neuf
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        1. avr., 11:13
                                    
                    170 000 F Cfa
                        
                        773025273","https://www.expat-dakar.com/annonce/casque-enduro-frv-6324616","Détails","Neuf","Ouest foire
            
                Dakar","170 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c4c29124d0e45892402efdd1bfe34531/-/horizon-files-prod/ed/picture/qpdmkkjq/cf60ddb0412877610fc887dabafe6358928a852c.jpg"
"1750854319-145","https://www.expat-dakar.com/equipements-pieces?page=16","Volant BMW M performance
                                D'occasion
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        2. avr., 12:06
                                    
            300 000 F Cfa
        
                    350 000 F Cfa
                        
            Économisez 14.3%
        
                        773025273","https://www.expat-dakar.com/annonce/volant-bmw-m-performance-6325653","Détails","D'occasion","Ouest foire
            
                Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/97ee48cbb030d2270a545d42ec7bafe7/-/horizon-files-prod/ed/picture/q445j4m9/57955d03653196479d949b25970f3c603e9ce3a2.jpg"
"1750854322-146","https://www.expat-dakar.com/equipements-pieces?page=16","Pompe à huile
                                Venant
                                                                                    Thiès,
                                                                                Thiès
                                    
                                        3. avr., 17:54
                                    
                    1 F Cfa
                        
                        776558960","https://www.expat-dakar.com/annonce/pompe-a-huile-6326900","Détails","Venant","Thiès
            
                Thiès","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ee837bb1ce5330c874ca3f2cd7d354b4/-/horizon-files-prod/ed/picture/q6xq7d6v/dc5addeede18c0efed8b23491c7b4f3805336bad.jpg"
"1750854325-147","https://www.expat-dakar.com/equipements-pieces?page=16","Porte clé pour voiture
                                Venant
                                                                                    Thiès,
                                                                                Thiès
                                    
                                        3. avr., 17:53
                                    
                    1 F Cfa
                        
                        776558960","https://www.expat-dakar.com/annonce/porte-cle-pour-voiture-6326902","Détails","Venant","Thiès
            
                Thiès","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2adada695052f2497ed23d9c77cd2f16/-/horizon-files-prod/ed/picture/qv4dmwpx/f907aedcfbc990dfd5bfdbb65f89ac71312f2b19.jpg"
"1750854330-148","https://www.expat-dakar.com/equipements-pieces?page=16","Disque embrayage
                                Venant
                                                                                    Thiès,
                                                                                Thiès
                                    
                                        3. avr., 18:43
                                    
                    1 F Cfa
                        
                        776558960","https://www.expat-dakar.com/annonce/disque-embrayage-6326906","Détails","Venant","Thiès
            
                Thiès","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ce9ab3e22ea7a28fc0f765415f3bc5e/-/horizon-files-prod/ed/picture/qwermpz0/8dc3ac8f615bf531e1f81363e933f9812974b9c1.jpg"
"1750854333-149","https://www.expat-dakar.com/equipements-pieces?page=16","Amortisseur de voiture
                                Venant
                                                                                    Thiès,
                                                                                Thiès
                                    
                                        3. avr., 18:52
                                    
                    1 F Cfa
                        
                        776558960","https://www.expat-dakar.com/annonce/amortisseur-de-voiture-6326930","Détails","Venant","Thiès
            
                Thiès","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6339411b153a2332ba12c3d06c17a318/-/horizon-files-prod/ed/picture/q8vm0457/4f8f63e086c5648ca33757a3d49ef4fcb56fc091.jpg"
"1750854340-150","https://www.expat-dakar.com/equipements-pieces?page=16","Pavillon toyota RAV4 2016/17
                                Neuf
                                                                                    Gibraltar,
                                                                                Dakar
                                    
                                        4. avr., 17:20
                                    
                    55 000 F Cfa
                        
                        775594056","https://www.expat-dakar.com/annonce/pavillon-toyota-rav4-201617-6327797","Détails","Neuf","Gibraltar
            
                Dakar","55 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/29e27b1389ecba38d2208bee895d5d17/-/horizon-files-prod/ed/picture/q445j5e8/c0083d8507c86e8fd3f3c74cd3aa0c2d1244603d.jpg"
"1750854363-151","https://www.expat-dakar.com/equipements-pieces?page=15","Compresseur d'air numérique sans fil, Rechargeable
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        4. avr., 18:40
                                    
                    30 000 F Cfa
                        
                        771452029
                    
                        762809427","https://www.expat-dakar.com/annonce/compresseur-dair-numerique-sans-fil-rechargeable-6081298","Détails","Neuf","Castor
            
                Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d32a5453d961219bbb6b98f04b9ab2b1/-/horizon-files-prod/ed/picture/qrzvdqmm/ab9b0b30ac5ed8dd1ac97ed079bfbdc3162918d3.jpg"
"1750854370-152","https://www.expat-dakar.com/equipements-pieces?page=15","ECU NISSAN Qashqai
                                Venant
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        6. avr., 16:52
                                    
                    65 000 F Cfa
                        
                        772890505","https://www.expat-dakar.com/annonce/ecu-nissan-qashqai-6321406","Détails","Venant","Parcelles Assainies
            
                Dakar","65 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/71f026dd11398463f1851d7cce3ec508/-/horizon-files-prod/ed/picture/qwepq060/41235a60b80c6427ff39e1c02b4342361ff6fc54.jpg"
"1750854378-153","https://www.expat-dakar.com/equipements-pieces?page=15","Boite à fusibles Nissan Qashqai
                                Venant
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        6. avr., 16:52
                                    
                    35 000 F Cfa
                        
                        772890505","https://www.expat-dakar.com/annonce/boite-a-fusibles-nissan-qashqai-6321414","Détails","Venant","Parcelles Assainies
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d5194c4cd843aff452e64f764dc64769/-/horizon-files-prod/ed/picture/qkr89nem/ba7159842702a335009d8e9c4dec53e838a27696.jpg"
"1750854382-154","https://www.expat-dakar.com/equipements-pieces?page=15","Stabllateur
                                Neuf
                                                                                    Hlm grand-yoff,
                                                                                Dakar
                                    
                                        8. avr., 19:38
                                    
                    10 000 F Cfa
                        
                        775366491","https://www.expat-dakar.com/annonce/stabllateur-6330774","Détails","Neuf","Hlm grand-yoff
            
                Dakar","10 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d47bc7b794e002c9b9a493d13832bb18/-/horizon-files-prod/ed/picture/q8vm0xzn/6033dc8c75e5a92d71d53f6ab96812dbbccddd33.jpg"
"1750854386-155","https://www.expat-dakar.com/equipements-pieces?page=15","Housses pour Tout type véhicule
                                Neuf
                                                                                    Hlm grand-yoff,
                                                                                Dakar
                                    
                                        9. avr., 12:19
                                    
                    40 000 F Cfa
                        
                        775366491","https://www.expat-dakar.com/annonce/housses-pour-tout-type-vehicule-6330917","Détails","Neuf","Hlm grand-yoff
            
                Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2812119389ca23ceeb6ebac6b4e6319a/-/horizon-files-prod/ed/picture/q2jkznwp/e5a1944f0ef964ccfebcafc5811e5eaa32c9e904.jpg"
"1750854394-156","https://www.expat-dakar.com/equipements-pieces?page=15","Filtre à huile Ssangyong Tivoli 1.6
                                Neuf
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        9. avr., 15:51
                                    
                    15 000 F Cfa
                        
                        774468349","https://www.expat-dakar.com/annonce/filtre-a-huile-ssangyong-tivoli-16-6252890","Détails","Neuf","Guediawaye
            
                Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7307720e028274130708e3aed02385c9/-/horizon-files-prod/ed/picture/qv4wrdwg/302519559870d15dbaa1b795971468f456d0db1d.jpg"
"1750854400-157","https://www.expat-dakar.com/equipements-pieces?page=15","liquide de refroidissement+lavage auto
                                Neuf
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        9. avr., 17:24
                                    
                                            Vendeur vérifié
                                        
                    5 000 F Cfa
                        
                        778316767
                    
                        783701111
                    
                        781422880","https://www.expat-dakar.com/annonce/liquide-de-refroidissementlavage-auto-6331909","","Neuf","Liberte 6
            
                Dakar","5 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/faa85947c3beb5459b38216d49649e90/-/horizon-files-prod/ed/picture/q445jw74/61fe548ce966aa5cb87b697000e2046d5ef372c7.png"
